http://example.org/research/paper_44321686d59d889af1760357940f04fbb6629597	http://example.org/research/cites	http://example.org/research/paper_37a27c35d4d1d27f83e992ba95701e31ec8462f6
http://example.org/research/paper_579b64d2179a58a8bc586c30850ea238d3c14164	http://example.org/research/cites	http://example.org/research/paper_0aa684b4286f204f72bab6f6177e9e6cfece3a5e
http://example.org/research/paper_8bb6a6802027c7f2489accb0559e6f02984535c9	http://example.org/research/cites	http://example.org/research/paper_2590e2a851c6c9fc61029377c1e451afdb408004
http://example.org/research/paper_72d3ddf1f7210d7e70144bbc09f770ec411fe909	http://example.org/research/cites	http://example.org/research/paper_62df84d6a4d26f95e4714796c2337c9848cc13b5
http://example.org/research/paper_4b5505a54799d796ae94115409b01ee33a7e2b20	http://example.org/research/cites	http://example.org/research/paper_eff5133433d6e3e833ab2a6b2f25e17be7c2c198
http://example.org/research/paper_4b5505a54799d796ae94115409b01ee33a7e2b20	http://example.org/research/cites	http://example.org/research/paper_99c4dc4a2c291224bbfd604a3cd80e0910ea9c39
http://example.org/research/author_Markus_Weimer	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/research/Author
http://example.org/research/paper_1ec4d0e29455e47245edaa17368257df3efb6562	http://example.org/research/hasReview	http://example.org/research/review_1ec4d0e29455e47245edaa17368257df3efb6562_Mahyuddin_K._M._Nasution
http://example.org/research/paper_bc54ada3e3236392e69abdd0bf750f9e359bff10	http://example.org/research/hasKeyword	http://example.org/research/topic_AI
http://example.org/research/paper_398b154013db9d8025bf60f910bc156dedd9b40e	http://example.org/research/cites	http://example.org/research/paper_8d4b89081ba250f2e35585af1c5eb8d764b11ab9
http://example.org/research/paper_579b64d2179a58a8bc586c30850ea238d3c14164	http://example.org/research/cites	http://example.org/research/paper_17b6829678802a20e51558ec28c5369414defe42
http://example.org/research/paper_4f3f0b0b3a5e23a18fb8b0925be9e4fdd5144d5d	http://example.org/research/cites	http://example.org/research/paper_04e428f087607ac256d0e1dd4f62a2758a35e1e2
http://example.org/research/paper_863a35bdd1ae803491801e283c2ae79fe973cf68	http://example.org/research/cites	http://example.org/research/paper_baea3c686433fc74183fee61e504475b70d5d851
http://example.org/research/paper_7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6	http://example.org/research/hasAuthor	http://example.org/research/author_Dakuo_Wang
http://example.org/research/paper_5b9ea2abf1c5a04b3024367409284edceb741ef2	http://example.org/research/cites	http://example.org/research/paper_a4fba68413d64f48b4223c116cf57c4197bafb79
http://example.org/research/paper_2176a9318b719d2f1ee5640a5388c60ffd525a48	http://example.org/research/cites	http://example.org/research/paper_d1b66c07cca22dbc5151af264cee7f1b4a319ce1
http://example.org/research/paper_108acf9a358512a40191d857e2456aeaaac3303b	http://example.org/research/hasAuthor	http://example.org/research/author_Rachel_Saidi
http://example.org/research/paper_8ece479b5dfed4727d2d9b9763f777bb9a94096e	http://example.org/research/hasAuthor	http://example.org/research/author_Casey_Dugan
http://example.org/research/paper_370d248f97b75c4040e5828a658bbe4c3b80bf1e	http://example.org/research/cites	http://example.org/research/paper_9aea1a6af0472a4e74cc290e92c3368a62c20318
http://example.org/research/paper_108acf9a358512a40191d857e2456aeaaac3303b	http://example.org/research/cites	http://example.org/research/paper_0d056367dbb1b1860cf447bc05509d81232d3ddf
http://example.org/research/paper_579b64d2179a58a8bc586c30850ea238d3c14164	http://example.org/research/cites	http://example.org/research/paper_25d536848526d7b6c860c2ae9ad36cf710b1b6f0
http://example.org/research/paper_7f29044de1a0e5a6d3ec1d33fb6ad482f3d10dd4	http://example.org/research/cites	http://example.org/research/paper_a68ed2b70918d07b95aa45453d57dce66afbe761
http://example.org/research/author_Muhammad_Usman	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/research/Author
http://example.org/research/paper_398b154013db9d8025bf60f910bc156dedd9b40e	http://example.org/research/cites	http://example.org/research/paper_12abe2e412b8bae9e4b2a6c8071fa4b3ab0ba3f6
http://example.org/research/paper_72d3ddf1f7210d7e70144bbc09f770ec411fe909	http://example.org/research/hasKeyword	http://example.org/research/topic_graph_processing
http://example.org/research/paper_2ab2796390ac12df283e218907ed0ffef232dbc7	http://example.org/research/cites	http://example.org/research/paper_365025d367707aaaf03fc36e8ee51faf42611775
http://example.org/research/paper_2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034	http://example.org/research/cites	http://example.org/research/paper_e301c503395804279970a640cb72dd48123c3d8d
http://example.org/research/review_8e234be4cdc34ea8deba609c31858198ad941797_H._Mühleisen	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/research/Review
http://example.org/research/paper_4271faaa82eb722d079222211c30ab642bc734be	http://example.org/research/cites	http://example.org/research/paper_9e099f537d98895be8856fa3232bd959595ad934
http://example.org/research/paper_2ad13329d44c74041626a60898ccf921b0bdacd3	http://example.org/research/hasReview	http://example.org/research/review_2ad13329d44c74041626a60898ccf921b0bdacd3_Patricia_Prüfer
http://example.org/research/paper_fa5853fdef7d2f6bb68203d187ddacbbddc63a8b	http://example.org/research/publishedInJournal	http://example.org/research/journal_
http://example.org/research/paper_579b64d2179a58a8bc586c30850ea238d3c14164	http://example.org/research/cites	http://example.org/research/paper_7dc14d4e14aee24af792e5e1113af589058fcbf4
http://example.org/research/paper_108acf9a358512a40191d857e2456aeaaac3303b	http://example.org/research/hasAuthor	http://example.org/research/author_V._S._University
http://example.org/research/paper_565ed4528133ed2dd9bafd8a783741dcb952d4d1	http://example.org/research/cites	http://example.org/research/paper_72a5281aae4ec9d607259c27f5c8dfcde5ecf26b
http://example.org/research/paper_8e234be4cdc34ea8deba609c31858198ad941797	http://example.org/research/cites	http://example.org/research/paper_c04aaf36c8587e40747212e316d9bf44186ef64a
http://example.org/research/author_R._Irizarry	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/research/Author
http://example.org/research/author_Samuel_L._Peoples	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/research/Author
http://example.org/research/paper_41cf91ee13a1d15983ede066ddf6b67cc94a41f4	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://example.org/research/Paper
http://example.org/research/paper_133bcd7488a3c07cb0f493a87564c30e5433768c	http://example.org/research/cites	http://example.org/research/paper_e7be9f1652b89f44f03c9900cfeb186a62ea6b59
http://example.org/research/paper_b79ca6fd3df135a9bcf778844be625b764fbcfb3	http://example.org/research/hasAuthor	http://example.org/research/author_Shantanu_Singh
http://example.org/research/paper_deb4e0c46f2e389ec5e4528f9dcee643bb6a15fa	http://example.org/research/cites	http://example.org/research/paper_7209911a20740247559ce27a387a4b52699057db
http://example.org/research/paper_2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034	http://example.org/research/cites	http://example.org/research/paper_a82074319bed0e892543ca6082afc614b6f7b000
http://example.org/research/paper_565ed4528133ed2dd9bafd8a783741dcb952d4d1	http://example.org/research/cites	http://example.org/research/paper_f468b297de86ae90f0ae1fb0d7f23d72bb8187f4
